id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;desc_nomof;geojson
24457;19064;RODO, JOSE E.;6002;6100;6001;6099;ARECO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50176,-34.65656],[-58.50156,-34.65642],[-58.50077,-34.65576]]]}"
24482;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1402;1600;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4215,-34.65668],[-58.42037,-34.65624],[-58.41971,-34.65598],[-58.41911,-34.65577],[-58.41808,-34.65542]]]}"
24656;19057;RABANAL, FRANCISCO, INTENDENTE AV.;1602;1800;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42322,-34.6574],[-58.42305,-34.65732],[-58.422,-34.6569],[-58.4215,-34.65668]]]}"
24657;5066;EREZCANO;3552;3600;3551;3599;VICTORIA (PARCIAL;CALLE;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42322,-34.6574],[-58.42347,-34.65718]]]}"
24769;5066;EREZCANO AV.;3602;3700;3601;3699;VICTORIA (PARCIAL;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42322,-34.6574],[-58.42255,-34.658]]]}"
24779;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1901;1989;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42379,-34.65734],[-58.42533,-34.65805]]]}"
24818;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1991;1999;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42533,-34.65805],[-58.4257,-34.65821]]]}"
24903;5066;EREZCANO AV.;3702;3800;3701;3799;VICTORIA (PARCIAL;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42255,-34.658],[-58.42181,-34.65865]]]}"
24904;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2001;2099;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4257,-34.65821],[-58.42675,-34.65867]]]}"
24973;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2101;2199;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42675,-34.65867],[-58.42774,-34.65912]]]}"
25063;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2201;2299;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42774,-34.65912],[-58.42907,-34.6597]]]}"
25122;5066;EREZCANO AV.;3802;4000;3801;3999;VICTORIA (PARCIAL;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42181,-34.65865],[-58.42028,-34.66001]]]}"
25134;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2301;2399;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42907,-34.6597],[-58.42926,-34.65978],[-58.43021,-34.66022]]]}"
25218;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2401;2499;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43021,-34.66022],[-58.43135,-34.66074]]]}"
25301;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2501;2599;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43135,-34.66074],[-58.43231,-34.66118],[-58.43254,-34.66128]]]}"
25370;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2601;2699;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43254,-34.66128],[-58.43375,-34.66183]]]}"
25427;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2701;2799;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43375,-34.66183],[-58.43487,-34.66234]]]}"
25508;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2801;2899;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43487,-34.66234],[-58.43504,-34.66242],[-58.43614,-34.66293]]]}"
25582;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2901;2999;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43614,-34.66293],[-58.43767,-34.66364]]]}"
25608;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3001;3049;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43767,-34.66364],[-58.43825,-34.6639]]]}"
25638;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3051;3099;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43825,-34.6639],[-58.4385,-34.66419]]]}"
27399;19057;ROCA, CNEL. AV.;0;0;6701;6799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46779,-34.69582],[-58.46855,-34.69651]]]}"
25736;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3101;3199;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4385,-34.66419],[-58.43868,-34.6644],[-58.43916,-34.66492],[-58.43932,-34.66512]]]}"
25898;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3301;3399;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44016,-34.66604],[-58.44036,-34.66625],[-58.44095,-34.66677]]]}"
26180;19057;ROCA, CNEL. AV.;0;0;3701;3799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44351,-34.66913],[-58.4447,-34.67058]]]}"
28835;19057;ROCA, CNEL. AV.;0;0;3941;4099;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44587,-34.6724],[-58.44592,-34.67249],[-58.44645,-34.67336],[-58.44717,-34.67453]]]}"
26544;19057;ROCA, CNEL. AV.;0;0;4101;4299;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44717,-34.67453],[-58.44762,-34.67523],[-58.44821,-34.67622],[-58.4483,-34.67636]]]}"
26627;5067;ESCALADA AV.;0;0;4201;4399;;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.459,-34.67376],[-58.45851,-34.67386],[-58.45773,-34.67438],[-58.45505,-34.67648],[-58.45309,-34.67801]]]}"
26708;5067;ESCALADA AV.;0;0;4401;4599;;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45309,-34.67801],[-58.45293,-34.67813],[-58.45148,-34.67928]]]}"
26768;5067;ESCALADA AV.;0;0;4601;4899;;AVENIDA;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45148,-34.67928],[-58.45094,-34.6797],[-58.45078,-34.67984],[-58.45071,-34.67994],[-58.45064,-34.68004]]]}"
28959;19057;ROCA, CNEL. AV.;0;0;4601;4699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45114,-34.68054],[-58.45137,-34.68075],[-58.45173,-34.68108]]]}"
26866;19057;ROCA, CNEL. AV.;0;0;4701;4799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45179,-34.68113],[-58.45217,-34.68148]]]}"
26889;19057;ROCA, CNEL. AV.;0;0;4881;4899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45217,-34.68148],[-58.45266,-34.68193]]]}"
27043;19057;ROCA, CNEL. AV.;0;0;5201;5349;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45542,-34.68448],[-58.45623,-34.68518]]]}"
27047;19057;ROCA, CNEL. AV.;0;0;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45623,-34.68518],[-58.45631,-34.68524]]]}"
28718;19057;ROCA, CNEL. AV.;0;0;5451;5499;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45691,-34.68568],[-58.457,-34.68574],[-58.45751,-34.68621]]]}"
27110;19057;ROCA, CNEL. AV.;0;0;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45751,-34.68621],[-58.45777,-34.68645]]]}"
27141;19057;ROCA, CNEL. AV.;0;0;5501;5599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45777,-34.68645],[-58.45829,-34.68694],[-58.45838,-34.68705]]]}"
27189;19057;ROCA, CNEL. AV.;0;0;5601;5699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45838,-34.68705],[-58.4585,-34.68717],[-58.45862,-34.68734],[-58.45878,-34.68754],[-58.45901,-34.68776],[-58.45946,-34.68818]]]}"
27218;19057;ROCA, CNEL. AV.;0;0;5701;5799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45946,-34.68818],[-58.46008,-34.68875]]]}"
27240;19057;ROCA, CNEL. AV.;0;0;5801;5829;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46008,-34.68875],[-58.46064,-34.68926]]]}"
27256;19057;ROCA, CNEL. AV.;0;0;5831;5849;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46064,-34.68926],[-58.461,-34.68959]]]}"
27285;19057;ROCA, CNEL. AV.;0;0;5851;5899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.461,-34.68959],[-58.46204,-34.69054]]]}"
27300;19057;ROCA, CNEL. AV.;0;0;5901;5999;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46204,-34.69054],[-58.46269,-34.69115]]]}"
27314;19057;ROCA, CNEL. AV.;0;0;6001;6099;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46269,-34.69115],[-58.4634,-34.69179]]]}"
27331;19057;ROCA, CNEL. AV.;0;0;6101;6199;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4634,-34.69179],[-58.46401,-34.69236]]]}"
27346;19057;ROCA, CNEL. AV.;0;0;6201;6299;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46401,-34.69236],[-58.46477,-34.69305]]]}"
27359;19057;ROCA, CNEL. AV.;0;0;6301;6399;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46477,-34.69305],[-58.46552,-34.69374]]]}"
27370;19057;ROCA, CNEL. AV.;0;0;6401;6499;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46552,-34.69374],[-58.46628,-34.69444]]]}"
27382;19057;ROCA, CNEL. AV.;0;0;6501;6599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46628,-34.69444],[-58.46648,-34.69462],[-58.46703,-34.69513]]]}"
27391;19057;ROCA, CNEL. AV.;0;0;6601;6699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46703,-34.69513],[-58.46779,-34.69582]]]}"
27404;19057;ROCA, CNEL. AV.;0;0;6801;6899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46855,-34.69651],[-58.4693,-34.6972]]]}"
27409;19057;ROCA, CNEL. AV.;0;0;6901;6999;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4693,-34.6972],[-58.47002,-34.69786]]]}"
27439;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1801;1899;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42347,-34.65718],[-58.42369,-34.6573],[-58.42379,-34.65734]]]}"
23114;12155;LUPPI, ABRAHAM J.;902;1000;901;999;ESTE;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41771,-34.65065],[-58.41766,-34.65064],[-58.41657,-34.65085],[-58.41636,-34.65082]]]}"
6706;13025;MANSILLA, LUCIO NORBERTO, GENERAL;3838;3900;3801;3899;MANSILLA;CALLE;corrección numeración 22-1;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41703,-34.58934],[-58.41706,-34.5893],[-58.41791,-34.58869]]]}"
17827;6031;FINOCHIETTO ENRIQUE DR.;1002;1050;1001;1049;PATAGONES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37862,-34.6305],[-58.37912,-34.6314]]]}"
24166;8013;HERRERA;2402;2500;2401;2499;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37408,-34.65411],[-58.3742,-34.65516],[-58.37415,-34.65521]]]}"
1020;19093;RUIZ HUIDOBRO AV.;4102;4200;0;0;;AVENIDA;corrección altura 8-1-03;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4893,-34.55237],[-58.48915,-34.55228],[-58.4889,-34.55202],[-58.48886,-34.55192],[-58.48883,-34.55183]]]}"
7167;20123;SUIPACHA;1402;1500;1401;1499;;CALLE;Asignación de Sentido Único de Circulación de S a N según Ley N° 4414 publicada en el Boletín Oficial 4081 del 24/01/2013;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38014,-34.59145],[-58.38014,-34.59134],[-58.37945,-34.59007]]]}"
4452;12107;DEL LIBERTADOR AV.;2602;2700;2601;2699;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;Mano derecha;Calle;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40691,-34.57868],[-58.40704,-34.57858],[-58.40768,-34.57825],[-58.40791,-34.57815]]]}"
7759;22012;URIBURU JOSE E., Pres.;1202;1300;1201;1299;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39812,-34.59443],[-58.3981,-34.59437],[-58.39807,-34.59431],[-58.39751,-34.59297],[-58.39747,-34.59287]]]}"
23390;8013;HERRERA;2202;2300;2201;2299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37387,-34.65171],[-58.37383,-34.65184],[-58.37396,-34.653]]]}"
6886;3062;CARACAS;3602;3700;3601;3699;;CALLE;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48816,-34.59006],[-58.48884,-34.58932]]]}"
7895;13025;MANSILLA, LUCIO NORBERTO, GENERAL;2802;2900;2801;2899;MANSILLA;CALLE;Asignación de Sentido Único de Circulación de O a E según Ley N° 4414 publicada en el Boletín Oficial 4081 del 24/01/2013;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40787,-34.59499],[-58.40772,-34.59505],[-58.40668,-34.59539]]]}"
13935;5087;ESTADOS UNIDOS;2;100;1;99;;CALLE;Asignación de Sentido único de Circulación de O a E según Ley n° 4391 publicada en Boletín Oficial 4077 del 18/01/2013;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36728,-34.6182],[-58.36709,-34.61817],[-58.36645,-34.61812]]]}"
27629;19047;RIVADAVIA MARTIN, COMODORO;0;0;1795;1799;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46421,-34.54293],[-58.46438,-34.54331]]]}"
25821;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3201;3299;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43932,-34.66512],[-58.43946,-34.66528],[-58.44003,-34.6659],[-58.44016,-34.66604]]]}"
26900;19057;ROCA, CNEL. AV.;0;0;4901;5199;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45266,-34.68193],[-58.45281,-34.68208],[-58.4533,-34.68252],[-58.45402,-34.68319],[-58.45466,-34.68377],[-58.45542,-34.68448]]]}"
18055;2139;CARRILLO, RAMON, DR.;52;70;51;69;BARRACAS-VIEYTES;CALLE;corrección numeración 31-1;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38337,-34.63275],[-58.38335,-34.63294],[-58.38334,-34.63309],[-58.3833,-34.6333]]]}"
13232;19046;RIVADAVIA AV.;4602;4636;4609;4631;PRIMERA JUNTA (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43025,-34.61555],[-58.43078,-34.61578]]]}"
13125;19046;RIVADAVIA AV.;4502;4552;4515;4599;PRIMERA JUNTA (parcial);AVENIDA;;Carriles Preferenciales;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42925,-34.61511],[-58.43003,-34.61545]]]}"
16063;23007;VALLE;1302;1400;1301;1399;DON CRISTOBAL;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44748,-34.62638],[-58.44628,-34.62597],[-58.44605,-34.62588]]]}"
901;23062;VILELA;3602;3700;3601;3699;;CALLE;;Bicisendas preexistentes;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48234,-34.55012],[-58.48243,-34.55022],[-58.48258,-34.55041],[-58.4827,-34.55062],[-58.4828,-34.55094]]]}"
19097;19020;REMEDIOS;2602;2700;2601;2699;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4618,-34.63654],[-58.4621,-34.63662],[-58.46378,-34.63706]]]}"
28833;19057;ROCA, CNEL. AV.;0;0;3451;3599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.44136,-34.66714],[-58.44146,-34.66723],[-58.44245,-34.66809],[-58.44269,-34.66829],[-58.44271,-34.66832]]]}"
26745;19057;ROCA, CNEL. AV.;0;0;4301;4479;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4483,-34.67636],[-58.44892,-34.67737],[-58.44951,-34.6783],[-58.45001,-34.67914],[-58.45005,-34.67919]]]}"
19123;1163;ARAOZ DE LAMADRID, GREGORIO, GRAL.;302;400;301;399;LAMADRID;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.35662,-34.63644],[-58.35717,-34.63666],[-58.35771,-34.63688],[-58.35791,-34.63695]]]}"
5077;12107;DEL LIBERTADOR AV.;2102;2200;2101;2199;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;Mano derecha;Vereda;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40249,-34.58174],[-58.40319,-34.58151],[-58.40354,-34.5814],[-58.40367,-34.58129]]]}"
6904;2045;BEIRO, FRANCISCO AV.;2102;2200;2101;2199;TRES CRUCES-PROGRESO, AV.;AVENIDA;;Bicisendas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.48471,-34.58912],[-58.48633,-34.59014]]]}"
3898;12107;DEL LIBERTADOR AV.;3202;3360;3201;3359;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;Mano derecha;Vereda;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41316,-34.5758],[-58.41404,-34.5754]]]}"
5571;6025;FIGUEROA ALCORTA, PRES. AV.;2102;2200;2101;2199;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano derecha;Vereda;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39056,-34.58419],[-58.39167,-34.58368]]]}"
3445;6025;FIGUEROA ALCORTA, PRES. AV.;3802;3900;3801;3899;CENTENARIO, Av.;AVENIDA;;Ciclovías en obra;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40761,-34.57451],[-58.40787,-34.57432],[-58.41115,-34.57205],[-58.4113,-34.57196],[-58.41135,-34.57189],[-58.41148,-34.57169],[-58.41158,-34.57155],[-58.41163,-34.57149],[-58.4117,-34.57144],[-58.41178,-34.57139],[-58.41186,-34.57137]]]}"
1165;6025;FIGUEROA ALCORTA, PRES. AV.;6402;6500;6401;6499;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43531,-34.55316],[-58.43593,-34.55255]]]}"
16373;14013;NECOCHEA;102;200;101;199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36567,-34.62733],[-58.36612,-34.62703],[-58.36624,-34.62685],[-58.3663,-34.6267]]]}"
1186;3156;CONGRESO;1902;2000;1901;1999;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45853,-34.55339],[-58.45819,-34.55321],[-58.45759,-34.5529]]]}"
27558;13118;MONTEVIDEO;1202;1300;1201;1299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39006,-34.59427],[-58.39002,-34.59507]]]}"
27576;20044;SAN MARTIN;0;0;1301;1349;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37219,-34.59176],[-58.37165,-34.5912]]]}"
27583;17033;PATRICIAS ARGENTINAS AV.;202;280;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4332,-34.60571],[-58.43315,-34.60579],[-58.4331,-34.60587],[-58.43304,-34.60599],[-58.43298,-34.60611],[-58.43294,-34.60623],[-58.4329,-34.60635]]]}"
27595;7028;GARCIA DEL RIO AV.;0;0;2401;2499;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46885,-34.54811],[-58.46886,-34.54819],[-58.46889,-34.54829],[-58.46892,-34.54832],[-58.46922,-34.54838],[-58.46963,-34.54846],[-58.47003,-34.54853]]]}"
27597;7028;GARCIA DEL RIO AV.;0;0;2501;2599;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47003,-34.54853],[-58.47108,-34.54875]]]}"
27599;7028;GARCIA DEL RIO AV.;0;0;2601;2699;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47108,-34.54875],[-58.47212,-34.54897]]]}"
27601;7028;GARCIA DEL RIO AV.;0;0;2701;2799;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47212,-34.54897],[-58.47319,-34.54917]]]}"
27603;7028;GARCIA DEL RIO AV.;0;0;2801;2899;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47319,-34.54917],[-58.47424,-34.54938]]]}"
27605;7028;GARCIA DEL RIO AV.;0;0;2901;2999;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47424,-34.54938],[-58.4753,-34.54958]]]}"
27607;7028;GARCIA DEL RIO AV.;0;0;3001;3099;;AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4753,-34.54958],[-58.47638,-34.54979]]]}"
