id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;desc_nomof;geojson
10589;3050;PERON, JUAN DOMINGO, TTE. GENERAL;702;760;701;759;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37653,-34.60583],[-58.37711,-34.60586],[-58.37751,-34.60589]]]}"
10600;3050;PERON, JUAN DOMINGO, TTE. GENERAL;762;800;761;799;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37751,-34.60589],[-58.37794,-34.60592]]]}"
10623;1008;ACUÑA DE FIGUEROA, FRANCISCO;402;500;401;499;ALMAGRO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4228,-34.60469],[-58.42281,-34.606]]]}"
10637;22012;URIBURU JOSE E., Pres.;302;400;301;399;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39798,-34.60602],[-58.39799,-34.60591],[-58.3982,-34.60474],[-58.39822,-34.60458]]]}"
10638;3050;PERON, JUAN DOMINGO, TTE. GENERAL;802;900;801;899;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37794,-34.60592],[-58.37932,-34.60601]]]}"
10639;20123;SUIPACHA;202;300;201;299;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37938,-34.60491],[-58.37937,-34.60514],[-58.37932,-34.60591],[-58.37932,-34.60601]]]}"
10642;3050;PERON, JUAN DOMINGO, TTE. GENERAL;902;970;901;969;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37932,-34.60601],[-58.37944,-34.60602],[-58.38026,-34.60606]]]}"
10647;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2302;2400;2301;2399;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47844,-34.60609],[-58.47921,-34.60513]]]}"
10650;3050;PERON, JUAN DOMINGO, TTE. GENERAL;972;1000;971;999;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38026,-34.60606],[-58.38069,-34.60608],[-58.38084,-34.60608]]]}"
10654;4072;DIAZ, CESAR, GRAL.;1402;1500;1401;1499;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46177,-34.60612],[-58.46064,-34.60564]]]}"
10664;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1002;1040;1001;1039;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38084,-34.60608],[-58.38128,-34.6061]]]}"
10670;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1062;1100;1061;1099;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38166,-34.60612],[-58.38208,-34.60614]]]}"
10686;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1102;1200;1101;1199;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38208,-34.60614],[-58.38221,-34.60615],[-58.38345,-34.60622],[-58.38358,-34.60624]]]}"
10695;17033;PATRICIAS ARGENTINAS AV.;282;400;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43427,-34.6048],[-58.43419,-34.60485],[-58.43412,-34.60489],[-58.43405,-34.60493],[-58.434,-34.60496],[-58.43395,-34.60499],[-58.43389,-34.60503],[-58.43382,-34.60508],[-58.43378,-34.60511],[-58.43374,-34.60515],[-58.43367,-34.6052],[-58.43362,-34.60525],[-58.43356,-34.60529],[-58.43352,-34.60534],[-58.43347,-34.60538],[-58.4334,-34.60546],[-58.43337,-34.6055],[-58.43333,-34.60554],[-58.43327,-34.60562],[-58.4332,-34.60571]]]}"
10696;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1202;1300;1201;1299;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38358,-34.60624],[-58.38371,-34.60625],[-58.38488,-34.60634],[-58.38499,-34.60635]]]}"
10708;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1302;1330;1301;1329;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38499,-34.60635],[-58.38545,-34.60638]]]}"
10719;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1332;1400;1331;1399;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38545,-34.60638],[-58.38638,-34.60644]]]}"
10728;21049;TRES ARROYOS;1002;1100;1001;1099;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45447,-34.60591],[-58.45544,-34.60648]]]}"
10748;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1402;1500;1401;1499;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38638,-34.60644],[-58.38653,-34.60644],[-58.38771,-34.60652],[-58.38781,-34.60653]]]}"
10918;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2102;2200;2101;2199;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39647,-34.60715],[-58.39772,-34.60724],[-58.39785,-34.60724]]]}"
10919;22012;URIBURU JOSE E., Pres.;202;300;201;299;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39785,-34.60724],[-58.39796,-34.60614],[-58.39798,-34.60602]]]}"
10921;17118;POTOSI;3902;4000;3901;3999;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42141,-34.60727],[-58.42161,-34.60727],[-58.42291,-34.60727]]]}"
10764;17033;PATRICIAS ARGENTINAS AV.;462;476;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43778,-34.60511],[-58.43771,-34.60505],[-58.43766,-34.60501],[-58.43761,-34.60497],[-58.43752,-34.60491],[-58.43746,-34.60487],[-58.4374,-34.60484],[-58.43734,-34.60481],[-58.43728,-34.60477],[-58.43719,-34.60473],[-58.43713,-34.6047],[-58.43707,-34.60467],[-58.43697,-34.60463],[-58.4369,-34.60461],[-58.43684,-34.60459],[-58.43678,-34.60457],[-58.43673,-34.60455],[-58.43667,-34.60453],[-58.43661,-34.60452],[-58.43654,-34.6045],[-58.43644,-34.60448],[-58.43637,-34.60446],[-58.43626,-34.60445],[-58.43617,-34.60444],[-58.43608,-34.60443],[-58.43601,-34.60443],[-58.43592,-34.60442],[-58.43585,-34.60442],[-58.43575,-34.60442],[-58.43556,-34.60443]]]}"
10774;19084;ROSALES AV.;2;150;1;149;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.36925,-34.60659],[-58.36885,-34.60525]]]}"
10781;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1502;1600;1501;1599;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38781,-34.60653],[-58.38794,-34.60654],[-58.38931,-34.60663]]]}"
10782;13118;MONTEVIDEO;202;300;201;299;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38934,-34.60545],[-58.38934,-34.60556],[-58.38931,-34.60663]]]}"
10783;4072;DIAZ, CESAR, GRAL.;1502;1600;1501;1599;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46305,-34.60667],[-58.46192,-34.60618],[-58.46177,-34.60612]]]}"
10790;5001;ECUADOR;302;400;301;399;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40823,-34.60535],[-58.40852,-34.60612],[-58.40874,-34.60668]]]}"
10798;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1602;1700;1601;1699;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38931,-34.60663],[-58.38944,-34.60664],[-58.39061,-34.6067],[-58.39074,-34.6067]]]}"
10828;20044;SAN MARTIN;102;200;101;199;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37365,-34.60677],[-58.37371,-34.60574],[-58.37371,-34.60562]]]}"
10829;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1702;1800;1701;1799;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39074,-34.6067],[-58.39089,-34.60671],[-58.39192,-34.60677],[-58.39211,-34.60679]]]}"
10842;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3602;3700;3601;3699;CANGALLO;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41728,-34.60689],[-58.41861,-34.60678]]]}"
10856;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1802;1900;1801;1899;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39211,-34.60679],[-58.39232,-34.60681],[-58.39356,-34.60692]]]}"
10862;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3502;3600;3501;3599;CANGALLO;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41629,-34.60696],[-58.41642,-34.60695],[-58.41728,-34.60689]]]}"
10870;21049;TRES ARROYOS;1102;1200;1101;1199;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45544,-34.60648],[-58.45651,-34.60698],[-58.45664,-34.60704]]]}"
10882;3050;PERON, JUAN DOMINGO, TTE. GENERAL;1902;2000;1901;1999;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39356,-34.60692],[-58.39489,-34.60705],[-58.39503,-34.60706]]]}"
10885;16030;OROÑO, NICASIO;1602;1700;1601;1699;CAYENA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46051,-34.60589],[-58.45968,-34.60708]]]}"
11011;21049;TRES ARROYOS;1202;1300;1201;1299;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45664,-34.60704],[-58.45783,-34.60759]]]}"
10902;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3402;3500;3401;3499;CANGALLO;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41474,-34.60715],[-58.4161,-34.60698],[-58.41629,-34.60696]]]}"
10904;17118;POTOSI;4402;4500;4401;4499;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42915,-34.60716],[-58.43061,-34.60705]]]}"
10905;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2002;2100;2001;2099;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39503,-34.60706],[-58.39647,-34.60715]]]}"
10910;20123;SUIPACHA;102;200;101;199;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37932,-34.60601],[-58.37928,-34.60716]]]}"
10916;4072;DIAZ, CESAR, GRAL.;1602;1700;1601;1699;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46442,-34.60725],[-58.4643,-34.6072],[-58.46324,-34.60675],[-58.46305,-34.60667]]]}"
10922;1008;ACUÑA DE FIGUEROA, FRANCISCO;302;400;301;399;ALMAGRO;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42281,-34.606],[-58.42281,-34.60612],[-58.42291,-34.60727]]]}"
10923;17118;POTOSI;4002;4100;4001;4099;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42291,-34.60727],[-58.42446,-34.60727],[-58.42463,-34.60727]]]}"
10926;17118;POTOSI;4302;4400;4301;4399;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42766,-34.60728],[-58.42894,-34.60718],[-58.42915,-34.60716]]]}"
10928;17118;POTOSI;4102;4200;4101;4199;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42463,-34.60727],[-58.42618,-34.60728]]]}"
10930;17052;PELLEGRINI, CARLOS;102;200;101;199;ARTES;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38077,-34.60726],[-58.38084,-34.60608]]]}"
10932;17118;POTOSI;3802;3900;3801;3899;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41996,-34.60728],[-58.42141,-34.60727]]]}"
10933;17118;POTOSI;4202;4250;4201;4249;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42618,-34.60728],[-58.42703,-34.60728]]]}"
10936;17118;POTOSI;4252;4300;4251;4299;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.42703,-34.60728],[-58.42755,-34.60728],[-58.42766,-34.60728]]]}"
10940;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2202;2300;2201;2299;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47746,-34.6073],[-58.47844,-34.60609]]]}"
10946;3258;CHIVILCOY;2902;3000;2901;2999;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50579,-34.60654],[-58.50515,-34.60732]]]}"
10947;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2202;2300;2201;2299;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39785,-34.60724],[-58.39801,-34.60724],[-58.39912,-34.60732],[-58.39926,-34.60732]]]}"
10950;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3362;3400;3361;3399;CANGALLO;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41394,-34.60735],[-58.41474,-34.60715]]]}"
10971;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2302;2400;2301;2399;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39926,-34.60732],[-58.4005,-34.60739],[-58.40063,-34.6074]]]}"
10979;5091;ESTIVAO;2;100;1;99;POTOSI - 2¦ CANGALLO;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43061,-34.60705],[-58.43158,-34.60746]]]}"
10990;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2402;2500;2401;2499;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40063,-34.6074],[-58.40197,-34.60747]]]}"
10996;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2502;2600;2501;2599;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40197,-34.60747],[-58.40211,-34.60748],[-58.40332,-34.60752],[-58.40347,-34.60753]]]}"
11003;4072;DIAZ, CESAR, GRAL.;1702;1800;1701;1799;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46519,-34.60757],[-58.46442,-34.60725]]]}"
11017;17033;PATRICIAS ARGENTINAS AV.;102;200;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43288,-34.6065],[-58.43285,-34.60674],[-58.43284,-34.60684],[-58.43285,-34.60694],[-58.43286,-34.60703],[-58.43288,-34.60713],[-58.43291,-34.60723],[-58.43294,-34.60731],[-58.43296,-34.60737],[-58.433,-34.60746],[-58.43311,-34.60762]]]}"
11023;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2602;2700;2601;2699;CANGALLO;CALLE;;Ciclovías mano única;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40347,-34.60753],[-58.40363,-34.60753],[-58.40475,-34.60762]]]}"
11215;19046;RIVADAVIA AV.;1062;1100;1061;1099;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38153,-34.60843],[-58.38179,-34.60844],[-58.38197,-34.60846]]]}"
11028;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3302;3360;3301;3359;CANGALLO;CALLE;corrección numeración 17-1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41276,-34.60764],[-58.41394,-34.60735]]]}"
11032;4072;DIAZ, CESAR, GRAL.;1802;1820;1801;1819;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4655,-34.60771],[-58.46535,-34.60765],[-58.46519,-34.60757]]]}"
11037;1125;ARTIGAS, JOSE GERVASIO, GRAL.;2102;2200;2101;2199;SUDAMERICA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.47713,-34.60772],[-58.47746,-34.6073]]]}"
11054;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2702;2800;2701;2799;CANGALLO;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40475,-34.60762],[-58.40487,-34.60763],[-58.40612,-34.60774]]]}"
11064;5091;ESTIVAO;102;136;101;135;POTOSI - 2°CANGALLO;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43158,-34.60746],[-58.43235,-34.60778]]]}"
11073;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3202;3300;3201;3299;CANGALLO;CALLE;;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41186,-34.60781],[-58.41276,-34.60764]]]}"
11074;4072;DIAZ, CESAR, GRAL.;1822;1850;1821;1831;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46578,-34.60783],[-58.4655,-34.60771]]]}"
11078;13118;MONTEVIDEO;102;200;101;199;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38931,-34.60663],[-58.3893,-34.60672],[-58.38927,-34.60773],[-58.38927,-34.60782]]]}"
11081;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2802;2900;2801;2899;CANGALLO;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40612,-34.60774],[-58.40769,-34.60784]]]}"
11084;1078;ANCHORENA, TOMAS MANUEL DE, DR.;200;202;199;201;ANCHORENA;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41186,-34.60787],[-58.41186,-34.60781]]]}"
11087;3050;PERON, JUAN DOMINGO, TTE. GENERAL;2902;3000;2901;2999;CANGALLO;CALLE;;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40769,-34.60784],[-58.40831,-34.60787],[-58.40911,-34.6079]]]}"
11088;5001;ECUADOR;202;300;201;299;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40874,-34.60668],[-58.4088,-34.60685],[-58.40913,-34.60758],[-58.40911,-34.6079]]]}"
11094;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3102;3200;3101;3199;CANGALLO;CALLE;;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41047,-34.60794],[-58.41064,-34.60793],[-58.41186,-34.60787]]]}"
11099;3050;PERON, JUAN DOMINGO, TTE. GENERAL;3002;3100;3001;3099;CANGALLO;CALLE;;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.40911,-34.6079],[-58.40927,-34.60791],[-58.4102,-34.60794],[-58.41047,-34.60794]]]}"
11100;19046;RIVADAVIA AV.;302;400;301;399;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37108,-34.60778],[-58.37125,-34.60785],[-58.37153,-34.60788],[-58.37218,-34.60793]]]}"
11102;19046;RIVADAVIA AV.;0;0;0;0;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37352,-34.60794],[-58.37357,-34.60794]]]}"
11103;20044;SAN MARTIN;2;100;1;99;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37357,-34.60794],[-58.37364,-34.6069],[-58.37365,-34.60677]]]}"
11108;5091;ESTIVAO;138;200;137;199;POTOSI - 2¦ CANGALLO;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.43235,-34.60778],[-58.43288,-34.60799],[-58.43317,-34.60804]]]}"
11121;2092;BOLIVAR;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37352,-34.60794],[-58.37351,-34.60803]]]}"
11122;19046;RIVADAVIA AV.;502;600;501;599;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37357,-34.60794],[-58.37411,-34.60798],[-58.37492,-34.60803]]]}"
11124;19046;RIVADAVIA AV.;0;0;0;0;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37492,-34.60803],[-58.37498,-34.60803]]]}"
11132;3258;CHIVILCOY;2802;2900;2801;2899;;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.50515,-34.60732],[-58.50503,-34.60745],[-58.5046,-34.60794],[-58.50447,-34.60808]]]}"
11133;21049;TRES ARROYOS;1302;1400;1301;1399;MONTE EGMONT;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45783,-34.60759],[-58.45799,-34.60767],[-58.45882,-34.60805],[-58.45894,-34.60811]]]}"
11134;16030;OROÑO, NICASIO;1502;1600;1501;1599;CAYENA;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.45968,-34.60708],[-58.45901,-34.60801],[-58.45894,-34.60811]]]}"
11141;4072;DIAZ, CESAR, GRAL.;1852;1900;1833;1899;SAN JULIAN;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.46652,-34.60814],[-58.46578,-34.60783]]]}"
11143;19046;RIVADAVIA AV.;602;700;601;699;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37498,-34.60803],[-58.3762,-34.60812],[-58.3764,-34.60813]]]}"
11165;19046;RIVADAVIA AV.;702;800;701;799;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3764,-34.60813],[-58.37781,-34.60821]]]}"
11181;19046;RIVADAVIA AV.;802;900;801;899;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37781,-34.60821],[-58.37922,-34.6083]]]}"
11182;20123;SUIPACHA;2;100;1;99;;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37928,-34.60716],[-58.37927,-34.60726],[-58.37922,-34.6083]]]}"
11193;22012;URIBURU JOSE E., Pres.;102;200;101;199;ANDES;CALLE;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.39773,-34.60837],[-58.39774,-34.60825],[-58.39784,-34.60734],[-58.39785,-34.60724]]]}"
11199;19046;RIVADAVIA AV.;902;1000;901;999;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.37922,-34.6083],[-58.37936,-34.60831],[-58.38049,-34.60837],[-58.38071,-34.60838]]]}"
11200;17052;PELLEGRINI, CARLOS;2;100;1;99;ARTES;CALLE;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38071,-34.60838],[-58.38077,-34.60726]]]}"
11207;19046;RIVADAVIA AV.;1002;1040;1001;1039;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38071,-34.60838],[-58.38089,-34.60839],[-58.38116,-34.6084]]]}"
11225;2082;BILLINGHURST;202;300;201;299;;CALLE;;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.41607,-34.60854],[-58.41629,-34.60696]]]}"
30207;17033;PATRICIAS ARGENTINAS AV.;28;70;0;0;;AVENIDA;;Ciclovías;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4334,-34.60798],[-58.43345,-34.60803],[-58.43353,-34.6081],[-58.43361,-34.60817],[-58.43369,-34.60822],[-58.43378,-34.60828],[-58.43424,-34.6085]]]}"
11252;19046;RIVADAVIA AV.;1102;1200;1101;1199;PRIMERA JUNTA (parcial);AVENIDA;;Ciclovías Proyectadas;;;;;"{""type"":""MultiLineString"",""coordinates"":[[[-58.38197,-34.60846],[-58.38217,-34.60848],[-58.3833,-34.60856],[-58.38346,-34.60858]]]}"
